Category,Surveillance Type,link type,label,url
Type of Data Purchase,Commercial data (not including real-time location data),"Further Information on Capabilities, Uses, and Abuses",JFL and Mijente: The Data Broker to Deportation Pipeline: How Thomson Reuters & LexisNexis Share Utility & Commercial Data with ICE (n.d.),https://static1.squarespace.com/static/62c3198c117dd661bd99eb3a/t/62df020189b0681d1b9398a8/1658782211567/Commercial+and+Utility+Data+Report.pdf
Type of Data Purchase,Skip tracing,"Further Information on Capabilities, Uses, and Abuses",The Guardian: ‘Deplorable’: ICE Hires Firm Accused of ‘Torture’ to Track Down Undocumented Children (May 2026),https://www.theguardian.com/us-news/2026/may/02/ice-contracter-torture-allegations-undocumented-children
Type of Data Purchase,Skip tracing,"Further Information on Capabilities, Uses, and Abuses",Washington Post: ICE Launches Nationwide Program for Covert Surveillance of Immigrants (Jan. 2026),https://www.washingtonpost.com/technology/2026/01/30/ice-capgemini-skip-tracing-contracts/
Type of Data Purchase,Skip tracing,"Further Information on Capabilities, Uses, and Abuses",The Intercept: 10 Companies Have Already Made $1 Million as ICE Bounty Hunters. We Found Them. (Dec. 2025),https://theintercept.com/2025/12/23/ice-bounty-hunters-track-immigrant-surveillance/
Type of Data Purchase,Skip tracing,"Further Information on Capabilities, Uses, and Abuses",404 Media: ICE Contracts Company Making Bounty Hunter AI Agents (Dec. 2025),https://www.404media.co/ice-contracts-company-making-bounty-hunter-ai-agents/
Type of Data Purchase,Skip tracing,"Further Information on Capabilities, Uses, and Abuses",404 Media: ICE Plans to Spend $180 Million on Bounty Hunters to Stalk Immigrants (Nov. 2025),https://www.404media.co/ice-plans-to-spend-180-million-on-bounty-hunters-to-stalk-immigrants/
Type of Data Purchase,Skip tracing,"Further Information on Capabilities, Uses, and Abuses",The Intercept: ICE Plans Cash Rewards for Private Bounty Hunters to Locate and Track Immigrants (Oct. 2025),https://theintercept.com/2025/10/31/ice-plans-cash-rewards-for-private-bounty-hunters-to-locate-and-track-immigrants/?ref=404media.co
Type of Data Analysis Tool,"Investigative Case Management (ICM), FALCON, Immigration OS, & Enhanced Leads Identification and Targeting for Enforcement (ELITE)","Further Information on Capabilities, Uses, and Abuses",404 Media: ICE Agents Have List of 20 Million People on Their iPhones Thanks to Palantir (May 2026),https://www.404media.co/ice-agents-have-list-of-20-million-people-on-their-iphones-thanks-to-palantir/
Type of Data Analysis Tool,"Investigative Case Management (ICM), FALCON, Immigration OS, & Enhanced Leads Identification and Targeting for Enforcement (ELITE)","Further Information on Capabilities, Uses, and Abuses","BYU Law Review: Immigration Enforcement Intermediaries (Mar. 2026) (examining the role and impact of tech companies, particularly Palantir, building interconnected, automated systems for immigration enforcement)",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6345099
Type of Data Analysis Tool,"Investigative Case Management (ICM), FALCON, Immigration OS, & Enhanced Leads Identification and Targeting for Enforcement (ELITE)","Further Information on Capabilities, Uses, and Abuses",WIRED: ICE Is Using Palantir’s AI Tools to Sort Through Tips (Jan. 2026),https://www.wired.com/story/ice-is-using-palantirs-ai-tools-to-sort-through-tips/
Type of Data Analysis Tool,"Investigative Case Management (ICM), FALCON, Immigration OS, & Enhanced Leads Identification and Targeting for Enforcement (ELITE)","Further Information on Capabilities, Uses, and Abuses",404 Media: ‘ELITE’: The Palantir App ICE Uses to Find Neighborhoods to Raid (Jan. 2026),https://www.404media.co/elite-the-palantir-app-ice-uses-to-find-neighborhoods-to-raid/
Type of Data Analysis Tool,"Investigative Case Management (ICM), FALCON, Immigration OS, & Enhanced Leads Identification and Targeting for Enforcement (ELITE)","Further Information on Capabilities, Uses, and Abuses",Business Insider: ICE Just Ordered $30 Million Worth of New Technology from Palantir to Track Immigrants (Apr. 2025),https://www.businessinsider.com/ice-palantir-new-technology-30-million-visa-overstays-self-deportation-2025-4
Type of Data Analysis Tool,"Investigative Case Management (ICM), FALCON, Immigration OS, & Enhanced Leads Identification and Targeting for Enforcement (ELITE)","Further Information on Capabilities, Uses, and Abuses",404 Media: Inside a Powerful Database ICE Uses to Identify and Deport People (Apr. 2025),https://www.404media.co/inside-a-powerful-database-ice-uses-to-identify-and-deport-people/
Type of Data Analysis Tool,"Investigative Case Management (ICM), FALCON, Immigration OS, & Enhanced Leads Identification and Targeting for Enforcement (ELITE)","Further Information on Capabilities, Uses, and Abuses",The Intercept: Palantir Provides the Engine for Donald Trump's Deportation Machine (Mar. 2017),https://theintercept.com/2017/03/02/palantir-provides-the-engine-for-donald-trumps-deportation-machine/
Type of Data Analysis Tool,"Investigative Case Management (ICM), FALCON, Immigration OS, & Enhanced Leads Identification and Targeting for Enforcement (ELITE)","DHS Policies and Other Resources","404 Media: Here is the User Guide for ELITE, the Tool Palantir Made for ICE (Jan. 2026)",https://www.404media.co/here-is-the-user-guide-for-elite-the-tool-palantir-made-for-ice/
Type of Data Analysis Tool,"Investigative Case Management (ICM), FALCON, Immigration OS, & Enhanced Leads Identification and Targeting for Enforcement (ELITE)","DHS Policies and Other Resources",DHS AI Use Case Inventory: ICE Enhanced Lead Identification and Targeting (DHS-2578); ICE AI-Enhanced Tip Processing (DHS-2515) (Jan. 2026),https://www.dhs.gov/ai/use-case-inventory/ice
Type of Data Analysis Tool,"Investigative Case Management (ICM), FALCON, Immigration OS, & Enhanced Leads Identification and Targeting for Enforcement (ELITE)","DHS Policies and Other Resources",DHS AI Use Case Inventory: ICE Enhanced Lead Identification and Targeting (DHS-2578); ICE AI-Enhanced Tip Processing (DHS-2515) (Jan. 2026),https://www.dhs.gov/ai/use-case-inventory/ice
Type of Data Analysis Tool,"Investigative Case Management (ICM), FALCON, Immigration OS, & Enhanced Leads Identification and Targeting for Enforcement (ELITE)","DHS Policies and Other Resources",ICE PIA: Investigative Case Management (ICM) System (Aug. 2021),https://www.dhs.gov/publication/dhs-ice-pia-045-ice-investigative-case-management
Type of Data Analysis Tool,"Investigative Case Management (ICM), FALCON, Immigration OS, & Enhanced Leads Identification and Targeting for Enforcement (ELITE)","DHS Policies and Other Resources",ICE PIA: FALCON Search & Analysis System (FALCON-SA) (Mar. 2021),https://www.dhs.gov/publication/dhsicepia-032a-falcon-search-analysis-system-falcon
Type of Data Analysis Tool,"Investigative Case Management (ICM), FALCON, Immigration OS, & Enhanced Leads Identification and Targeting for Enforcement (ELITE)","DHS Policies and Other Resources",ICE PIA: FALCON Tipline (FALCON-TL) (Nov. 2012),https://www.dhs.gov/sites/default/files/publications/ice-pia-033-falcon-tipline-2012.pdf
Type of Data Analysis Tool,RAVEn,"Further Information on Capabilities, Uses, and Abuses","Brennan Center: A Realignment for Homeland Security Investigations, Section III (Jun. 2023)",https://www.brennancenter.org/media/11356/download/2023_05_Homeland_Security_Investigations.pdf?inline=1
Type of Data Analysis Tool,RAVEn,"Further Information on Capabilities, Uses, and Abuses",Business Insider: Tech Companies are in a 'Frenzy' to Help ICE Build Its Own Data-mining Tool for Targeting Unauthorized Workers (Sep. 2021),https://www.businessinsider.com/amazon-google-microsoft-ice-raven-data-mining-tool-undocumented-workers-2021-8
Type of Data Analysis Tool,RAVEn,"DHS Policies and Other Resources",DHS AI Use Case Inventory: ICE Investigative Prioritization Aggregator (DHS-125); ICE Translation and Transcription for Investigative Data (DHS-2427); and ICE Normalization Services (DHS-P1) (Jan. 2026),https://www.dhs.gov/ai/use-case-inventory/ice
Type of Data Analysis Tool,RAVEn,"DHS Policies and Other Resources",DHS AI Use Case Inventory: ICE Investigative Prioritization Aggregator (DHS-125); ICE Translation and Transcription for Investigative Data (DHS-2427); and ICE Normalization Services (DHS-P1) (Jan. 2026),https://www.dhs.gov/ai/use-case-inventory/ice
Type of Data Analysis Tool,RAVEn,"DHS Policies and Other Resources",DHS AI Use Case Inventory: ICE Investigative Prioritization Aggregator (DHS-125); ICE Translation and Transcription for Investigative Data (DHS-2427); and ICE Normalization Services (DHS-P1) (Jan. 2026),https://www.dhs.gov/ai/use-case-inventory/ice
Type of Data Analysis Tool,RAVEn,"DHS Policies and Other Resources",ICE PIA: Repository for Analytics in a Virtualized Environment (RAVEn) (Jun. 2025),https://www.dhs.gov/sites/default/files/2025-06/25_0618_priv_pia-ice-055-raven-appendix-update.pdf
Type of Data Analysis Tool,Project SAFEHAVEN,"Further Information on Capabilities, Uses, and Abuses",The Lever: The ICE Surveillance Firm with Missing Executives and Phantom Clients (May 2026),https://www.levernews.com/the-ice-surveillance-firm-with-missing-executives-and-phantom-clients/
Type of Data Analysis Tool,Project SAFEHAVEN,"Further Information on Capabilities, Uses, and Abuses",The Lever: Inside ICE’s $12 Million Plan to Map Immigrants’ “Patterns of Life” (Apr. 2026),https://www.levernews.com/inside-ices-12-million-plan-to-map-immigrants-patterns-of-life/
Type of Data Analysis Tool,LeadTrac,"Further Information on Capabilities, Uses, and Abuses","FedScoop: ICE Seeks Support for App that Tracks Visa, Immigration Violators (Feb. 2020)",https://fedscoop.com/ice-immigration-visas-leadtrac-app-terrorism-criminal-investigations/
Type of Data Analysis Tool,LeadTrac,"DHS Policies and Other Resources",ICE PIA: LeadTrac System (Jul. 2016),https://www.dhs.gov/sites/default/files/publications/privacy-pia-ice044-leadtracappendicesupdate-june2020_0.pdf
Type of Data Analysis Tool,ERO Data Analysis System,"Further Information on Capabilities, Uses, and Abuses","EPIC: DHS's Data Reservoir: ICE and CBP's Capture and Circulation of Location Information, page 24 (Aug. 2022)",https://epic.org/wp-content/uploads/2022/08/DHS-Data-Reservoir-Report-Aug2022.pdf
Type of Data Analysis Tool,ERO Data Analysis System,"DHS Policies and Other Resources",ICE PIA: Data Analysis System (Sep. 2017),https://www.dhs.gov/sites/default/files/publications/privacy-pia-ice-das-september2017.pdf
Type of Data Analysis Tool,Other data analysis,"Further Information on Capabilities, Uses, and Abuses",WIRED: DHS Opens a Billion-Dollar Tab With Palantir (Feb. 2026),https://www.wired.com/story/department-homeland-security-ice-billion-dollar-agreement-palantir/
Type of Data Analysis Tool,Other data analysis,"Further Information on Capabilities, Uses, and Abuses",Financial Times: Trump's Immigration Data Dragnet (Dec. 2025),https://ig.ft.com/us-ice-surveillance/
Type of Data Analysis Tool,Other data analysis,"Further Information on Capabilities, Uses, and Abuses",JFL and Mijente: Automating Deportation: The Artificial Intelligence Behind the Department of Homeland Security's Immigration Enforcement Regime (Jun. 2024),https://mijente.net/wp-content/uploads/2024/06/Automating-Deportation.pdf
Type of Data Analysis Tool,Other data analysis,"DHS Policies and Other Resources",DHS AI Use Case Inventory: USCIS Person-Centric Identity Services Deduplication Model (DHS-55) and A-Number Management Model (DHS-56); ICE Investigative Prioritization Aggregator (DHS-125) (Jan. 2026),https://www.dhs.gov/ai/use-case-inventory/uscis
Type of Data Analysis Tool,Other data analysis,"DHS Policies and Other Resources",DHS AI Use Case Inventory: USCIS Person-Centric Identity Services Deduplication Model (DHS-55) and A-Number Management Model (DHS-56); ICE Investigative Prioritization Aggregator (DHS-125) (Jan. 2026),https://www.dhs.gov/ai/use-case-inventory/ice
Type of Data Analysis Tool,Other data analysis,"DHS Policies and Other Resources",CBP Directive 1450-030: Artificial Intelligence Use and Reporting (Sep. 2025),https://www.cbp.gov/sites/default/files/2025-11/cbp_directive_no._1450-030_ai_operations_and_governance_redacted_1.pdf
Type of Data Analysis Tool,Other data analysis,"DHS Policies and Other Resources",DHS Directive 139-08: Artificial Intelligence Use and Acquisition (Jan. 2025),https://www.dhs.gov/sites/default/files/2025-01/25_0116_CIO_DHS-Directive-139-08-508.pdf
Type of Data Analysis Tool,Other data analysis,"DHS Policies and Other Resources",DHS PIA: Data Analysis Tools (Jun. 2023),https://www.dhs.gov/publication/dhsallpia-055-dhs-data-analysis-tools
Type of Data Analysis Tool,Other data analysis,"DHS Policies and Other Resources",CBP PIA: Enterprise Analytics (May 2020),
